point_id,time,ws_10,ws_30,ws_50,ws_70,ws_90,ws_120,ws_150,ws_200,wd_10,wd_30,wd_50,wd_70,wd_90,wd_120,wd_150,wd_200,tem_10,tem_30,tem_50,tem_70,tem_90,tem_120,tem_150,tem_200,rhu_10,rhu_30,rhu_50,rhu_70,rhu_90,rhu_120,rhu_150,rhu_200,sr,power
39.575:116.250,202208060920,2.156666667,2.413333333,2.61,2.7833333,2.956666533,2.9633332,2.863333267,2.716666533,41.241558,42.108997,42.778244,43.344223,43.833584,45.92916,49.068756,56.609226,28.50333233,28.23333333,28.09666633,27.97333333,27.856666,27.67999933,27.5,27.156665,82.92,82.84,82.96666667,83.113332,83.26666667,83.52333333,83.786665,84.47333,262.9327267,-54674
39.575:116.250,202208060925,2.125833333,2.374166667,2.565,2.734166625,2.903333217,2.90666655,2.806666583,2.660833217,41.241558,42.108997,42.778244,43.344223,43.833584,45.92916,49.068756,56.609226,28.53666567,28.25666667,28.11833292,27.99416667,27.87583275,27.69749942,27.5175,27.17083175,82.84,82.8275,82.96583333,83.119165,83.27833333,83.53916667,83.80583125,84.48166375,266.6591858,-27270
39.575:116.250,202208060930,2.095,2.335,2.52,2.68499995,2.8499999,2.8499999,2.7499999,2.6049999,41.241558,42.108997,42.778244,43.344223,43.833584,45.92916,49.068756,56.609226,28.569999,28.28,28.1399995,28.015,27.8949995,27.7149995,27.535,27.1849985,82.76,82.815,82.965,83.124998,83.29,83.555,83.8249975,84.4899975,270.385645,-26643
39.575:116.250,202208060935,2.064166667,2.295833333,2.475,2.635833275,2.796666583,2.79333325,2.693333217,2.549166583,41.241558,42.108997,42.778244,43.344223,43.833584,45.92916,49.068756,56.609226,28.60333233,28.30333333,28.16166608,28.03583333,27.91416625,27.73249958,27.5525,27.19916525,82.68,82.8025,82.96416667,83.130831,83.30166667,83.57083333,83.84416375,84.49833125,274.1121042,-28429
39.575:116.250,202208060940,2.033333333,2.256666667,2.43,2.5866666,2.743333267,2.7366666,2.636666533,2.493333267,41.241558,42.108997,42.778244,43.344223,43.833584,45.92916,49.068756,56.609226,28.63666567,28.32666667,28.18333267,28.05666667,27.933333,27.74999967,27.57,27.213332,82.6,82.79,82.96333333,83.136664,83.31333333,83.58666667,83.86333,84.506665,277.8385633,-35627
39.575:116.250,202208060945,2.0025,2.2175,2.385,2.537499925,2.68999995,2.67999995,2.57999985,2.43749995,41.241558,42.108997,42.778244,43.344223,43.833584,45.92916,49.068756,56.609226,28.669999,28.35,28.20499925,28.0775,27.95249975,27.76749975,27.5875,27.22749875,82.52,82.7775,82.9625,83.142497,83.325,83.6025,83.88249625,84.51499875,281.5650225,-59172
39.575:116.250,202208060950,1.971666667,2.178333333,2.34,2.48833325,2.636666633,2.6233333,2.523333167,2.381666633,37.97070433,38.75576133,39.34076433,39.83547067,40.26311367,42.72365867,46.541973,55.64726067,28.70333233,28.37333333,28.22666583,28.09833333,27.9716665,27.78499983,27.605,27.2416655,82.44,82.765,82.96166667,83.14833,83.33666667,83.61833333,83.9016625,84.5233325,285.2914817,-38062
39.575:116.250,202208060955,1.940833333,2.139166667,2.295,2.439166575,2.583333317,2.56666665,2.466666483,2.325833317,34.69985067,35.40252567,35.90328467,36.32671833,36.69264333,39.51815733,44.01519,54.68529533,28.73666567,28.39666667,28.24833242,28.11916667,27.99083325,27.80249992,27.6225,27.25583225,82.36,82.7525,82.96083333,83.154163,83.34833333,83.63416667,83.92082875,84.53166625,289.0179408,-30630
39.575:116.250,202208061000,1.91,2.1,2.25,2.3899999,2.53,2.51,2.4099998,2.27,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.769999,28.42,28.269999,28.14,28.01,27.82,27.64,27.269999,82.28,82.74,82.96,83.159996,83.36,83.65,83.939995,84.54,292.7444,-28860
39.575:116.250,202208061005,1.889166667,2.074166667,2.22,2.3549999,2.490833333,2.468333333,2.369166483,2.232499992,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.75999908,28.41083333,28.26083242,28.12999992,28,27.80999992,27.62833333,27.257499,82.42583333,82.85333333,83.06916667,83.26666258,83.46499958,83.75416667,84.04416167,84.6425,297.1991417,-31288
39.575:116.250,202208061010,1.868333333,2.048333333,2.19,2.3199999,2.451666667,2.426666667,2.328333167,2.194999983,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.74999917,28.40166667,28.25166583,28.11999983,27.99,27.79999983,27.61666667,27.244999,82.57166667,82.96666667,83.17833333,83.37332917,83.56999917,83.85833333,84.14832833,84.745,301.6538833,-35795
39.575:116.250,202208061015,1.8475,2.0225,2.16,2.2849999,2.4125,2.385,2.28749985,2.157499975,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.73999925,28.3925,28.24249925,28.10999975,27.98,27.78999975,27.605,27.232499,82.7175,83.08,83.2875,83.47999575,83.67499875,83.9625,84.252495,84.8475,306.108625,-33571
39.575:116.250,202208061020,1.826666667,1.996666667,2.13,2.2499999,2.373333333,2.343333333,2.246666533,2.119999967,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.72999933,28.38333333,28.23333267,28.09999967,27.97,27.77999967,27.59333333,27.219999,82.86333333,83.19333333,83.39666667,83.58666233,83.77999833,84.06666667,84.35666167,84.95,310.5633667,-26171
39.575:116.250,202208061025,1.805833333,1.970833333,2.1,2.2149999,2.334166667,2.301666667,2.205833217,2.082499958,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.71999942,28.37416667,28.22416608,28.08999958,27.96,27.76999958,27.58166667,27.207499,83.00916667,83.30666667,83.50583333,83.69332892,83.88499792,84.17083333,84.46082833,85.0525,315.0181083,-26779
39.575:116.250,202208061030,1.785,1.945,2.07,2.1799999,2.295,2.26,2.1649999,2.04499995,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.7099995,28.365,28.2149995,28.0799995,27.95,27.7599995,27.57,27.194999,83.155,83.42,83.615,83.7999955,83.9899975,84.275,84.564995,85.155,319.47285,-42159
39.575:116.250,202208061035,1.764166667,1.919166667,2.04,2.1449999,2.255833333,2.218333333,2.124166583,2.007499942,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.69999958,28.35583333,28.20583292,28.06999942,27.94,27.74999942,27.55833333,27.182499,83.30083333,83.53333333,83.72416667,83.90666208,84.09499708,84.37916667,84.66916167,85.2575,323.9275917,-43875
39.575:116.250,202208061040,1.743333333,1.893333333,2.01,2.1099999,2.216666667,2.176666667,2.083333267,1.969999933,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.68999967,28.34666667,28.19666633,28.05999933,27.93,27.73999933,27.54666667,27.169999,83.44666667,83.64666667,83.83333333,84.01332867,84.19999667,84.48333333,84.77332833,85.36,328.3823333,-47020
39.575:116.250,202208061045,1.7225,1.8675,1.98,2.0749999,2.1775,2.135,2.04249995,1.932499925,31.428997,32.04929,32.465805,32.817966,33.122173,36.312656,41.488407,53.72333,28.67999975,28.3375,28.18749975,28.04999925,27.92,27.72999925,27.535,27.157499,83.5925,83.76,83.9425,84.11999525,84.30499625,84.5875,84.877495,85.4625,332.837075,-47694
39.575:116.250,202208061050,1.701666667,1.841666667,1.95,2.0399999,2.138333333,2.093333333,2.001666633,1.894999917,30.440012,30.844948,31.12583867,31.36407633,31.57026533,35.081784,40.894469,54.66021267,28.66999983,28.32833333,28.17833317,28.03999917,27.91,27.71999917,27.52333333,27.144999,83.73833333,83.87333333,84.05166667,84.22666183,84.40999583,84.69166667,84.98166167,85.565,337.2918167,-43578
39.575:116.250,202208061055,1.680833333,1.815833333,1.92,2.0049999,2.099166667,2.051666667,1.960833317,1.857499908,29.451027,29.640606,29.78587233,29.91018667,30.01835767,33.850912,40.300531,55.59709533,28.65999992,28.31916667,28.16916658,28.02999908,27.9,27.70999908,27.51166667,27.132499,83.88416667,83.98666667,84.16083333,84.33332842,84.51499542,84.79583333,85.08582833,85.6675,341.7465583,-44173
39.575:116.250,202208061100,1.66,1.79,1.89,1.9699999,2.06,2.01,1.92,1.8199999,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,28.65,28.31,28.16,28.019999,27.89,27.699999,27.5,27.119999,84.03,84.1,84.27,84.439995,84.619995,84.9,85.189995,85.77,346.2013,-47373
39.575:116.250,202208061105,1.636666667,1.765,1.8625,1.941666575,2.029166658,1.981666667,1.893333325,1.796666575,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,28.7425,28.39333333,28.23999992,28.097499,27.96416658,27.769999,27.5675,27.17999908,83.7375,83.87666667,84.06583333,84.25166208,84.44582875,84.745,85.05249542,85.6675,349.3545533,-92477
39.575:116.250,202208061110,1.613333333,1.74,1.835,1.91333325,1.998333317,1.953333333,1.86666665,1.77333325,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,28.835,28.47666667,28.31999983,28.174999,28.03833317,27.839999,27.635,27.23999917,83.445,83.65333333,83.86166667,84.06332917,84.2716625,84.59,84.91499583,85.565,352.5078067,-84073
39.575:116.250,202208061115,1.59,1.715,1.8075,1.884999925,1.967499975,1.925,1.839999975,1.749999925,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,28.9275,28.56,28.39999975,28.252499,28.11249975,27.909999,27.7025,27.29999925,83.1525,83.43,83.6575,83.87499625,84.09749625,84.435,84.77749625,85.4625,355.66106,-84192
39.575:116.250,202208061120,1.566666667,1.69,1.78,1.8566666,1.936666633,1.896666667,1.8133333,1.7266666,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,29.02,28.64333333,28.47999967,28.329999,28.18666633,27.979999,27.77,27.35999933,82.86,83.20666667,83.45333333,83.68666333,83.92333,84.28,84.63999667,85.36,358.8143133,-85635
39.575:116.250,202208061125,1.543333333,1.665,1.7525,1.828333275,1.905833292,1.868333333,1.786666625,1.703333275,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,29.1125,28.72666667,28.55999958,28.407499,28.26083292,28.049999,27.8375,27.41999942,82.5675,82.98333333,83.24916667,83.49833042,83.74916375,84.125,84.50249708,85.2575,361.9675667,-89144
39.575:116.250,202208061130,1.52,1.64,1.725,1.79999995,1.87499995,1.84,1.75999995,1.67999995,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,29.205,28.81,28.6399995,28.484999,28.3349995,28.119999,27.905,27.4799995,82.275,82.76,83.045,83.3099975,83.5749975,83.97,84.3649975,85.155,365.12082,-91856
39.575:116.250,202208061135,1.496666667,1.615,1.6975,1.771666625,1.844166608,1.811666667,1.733333275,1.656666625,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,29.2975,28.89333333,28.71999942,28.562499,28.40916608,28.189999,27.9725,27.53999958,81.9825,82.53666667,82.84083333,83.12166458,83.40083125,83.815,84.22749792,85.0525,368.2740733,-76030
39.575:116.250,202208061140,1.473333333,1.59,1.67,1.7433333,1.813333267,1.783333333,1.7066666,1.6333333,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,29.39,28.97666667,28.79999933,28.639999,28.48333267,28.259999,28.04,27.59999967,81.69,82.31333333,82.63666667,82.93333167,83.226665,83.66,84.08999833,84.95,371.4273267,-80209
39.575:116.250,202208061145,1.45,1.565,1.6425,1.714999975,1.782499925,1.755,1.679999925,1.609999975,28.462042,28.436264,28.445906,28.456297,28.46645,32.62004,39.706593,56.533978,29.4825,29.06,28.87999925,28.717499,28.55749925,28.329999,28.1075,27.65999975,81.3975,82.09,82.4325,82.74499875,83.05249875,83.505,83.95249875,84.8475,374.58058,-93149
39.575:116.250,202208061150,1.426666667,1.54,1.615,1.68666665,1.751666583,1.726666667,1.65333325,1.58666665,31.38551733,31.73560833,32.04942067,32.32443467,32.56461233,36.83369333,43.78316667,59.83344867,29.575,29.14333333,28.95999917,28.794999,28.63166583,28.399999,28.175,27.71999983,81.105,81.86666667,82.22833333,82.55666583,82.8783325,83.35,83.81499917,84.745,377.7338333,-96223
39.575:116.250,202208061155,1.403333333,1.515,1.5875,1.658333325,1.720833242,1.698333333,1.626666575,1.563333325,34.30899267,35.03495267,35.65293533,36.19257233,36.66277467,41.04734667,47.85974033,63.13291933,29.6675,29.22666667,29.03999908,28.872499,28.70583242,28.469999,28.2425,27.77999992,80.8125,81.64333333,82.02416667,82.36833292,82.70416625,83.195,83.67749958,84.6425,380.8870867,-92450
39.575:116.250,202208061200,1.38,1.49,1.56,1.63,1.6899999,1.67,1.5999999,1.54,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,29.76,29.31,29.119999,28.949999,28.779999,28.539999,28.31,27.84,80.52,81.42,81.82,82.18,82.53,83.04,83.54,84.54,384.04034,-95786
39.575:116.250,202208061205,1.364999992,1.478333333,1.549999992,1.62,1.6799999,1.663333325,1.598333233,1.545833333,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,29.79833333,29.35833333,29.16833233,28.997499,28.82666575,28.58416575,28.34999992,27.87416667,80.52916667,81.3425,81.73666667,82.09749958,82.45083333,82.97249967,83.485,84.51333333,386.2831683,-63872
39.575:116.250,202208061210,1.349999983,1.466666667,1.539999983,1.61,1.6699999,1.65666665,1.596666567,1.551666667,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,29.83666667,29.40666667,29.21666567,29.044999,28.8733325,28.6283325,28.38999983,27.90833333,80.53833333,81.265,81.65333333,82.01499917,82.37166667,82.90499933,83.43,84.48666667,388.5259967,-70159
39.575:116.250,202208061215,1.334999975,1.455,1.529999975,1.6,1.6599999,1.649999975,1.5949999,1.5575,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,29.875,29.455,29.264999,29.092499,28.91999925,28.67249925,28.42999975,27.9425,80.5475,81.1875,81.57,81.93249875,82.2925,82.837499,83.375,84.46,390.768825,-44299
39.575:116.250,202208061220,1.319999967,1.443333333,1.519999967,1.59,1.6499999,1.6433333,1.593333233,1.563333333,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,29.91333333,29.50333333,29.31333233,29.139999,28.966666,28.716666,28.46999967,27.97666667,80.55666667,81.11,81.48666667,81.84999833,82.21333333,82.76999867,83.32,84.43333333,393.0116533,-56244
39.575:116.250,202208061225,1.304999958,1.431666667,1.509999958,1.58,1.6399999,1.636666625,1.591666567,1.569166667,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,29.95166667,29.55166667,29.36166567,29.187499,29.01333275,28.76083275,28.50999958,28.01083333,80.56583333,81.0325,81.40333333,81.76749792,82.13416667,82.70249833,83.265,84.40666667,395.2544817,-47356
39.575:116.250,202208061230,1.28999995,1.42,1.49999995,1.57,1.6299999,1.62999995,1.5899999,1.575,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,29.99,29.6,29.409999,29.234999,29.0599995,28.8049995,28.5499995,28.045,80.575,80.955,81.32,81.6849975,82.055,82.634998,83.21,84.38,397.49731,-61658
39.575:116.250,202208061235,1.274999942,1.408333333,1.489999942,1.56,1.6199999,1.623333275,1.588333233,1.580833333,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,30.02833333,29.64833333,29.45833233,29.282499,29.10666625,28.84916625,28.58999942,28.07916667,80.58416667,80.8775,81.23666667,81.60249708,81.97583333,82.56749767,83.155,84.35333333,399.7401383,-93748
39.575:116.250,202208061240,1.259999933,1.396666667,1.479999933,1.55,1.6099999,1.6166666,1.586666567,1.586666667,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,30.06666667,29.69666667,29.50666567,29.329999,29.153333,28.893333,28.62999933,28.11333333,80.59333333,80.8,81.15333333,81.51999667,81.89666667,82.49999733,83.1,84.32666667,401.9829667,-36851
39.575:116.250,202208061245,1.244999925,1.385,1.469999925,1.54,1.5999999,1.609999925,1.5849999,1.5925,37.232468,38.334297,39.25645,40.06071,40.760937,45.261,51.936314,66.43239,30.105,29.745,29.554999,29.377499,29.19999975,28.93749975,28.66999925,28.1475,80.6025,80.7225,81.07,81.43749625,81.8175,82.432497,83.045,84.3,404.225795,-21871
39.575:116.250,202208061250,1.229999917,1.373333333,1.459999917,1.53,1.5899999,1.60333325,1.583333233,1.598333333,40.90266533,42.32974367,43.55590667,44.617922,45.54064567,50.14149667,56.66573267,70.34913667,30.14333333,29.79333333,29.60333233,29.424999,29.2466665,28.9816665,28.70999917,28.18166667,80.61166667,80.645,80.98666667,81.35499583,81.73833333,82.36499667,82.99,84.27333333,406.4686233,-18918
39.575:116.250,202208061255,1.214999908,1.361666667,1.449999908,1.52,1.5799999,1.596666575,1.581666567,1.604166667,44.57286267,46.32519033,47.85536333,49.175134,50.32035433,55.02199333,61.39515133,74.26588333,30.18166667,29.84166667,29.65166567,29.472499,29.29333325,29.02583325,28.74999908,28.21583333,80.62083333,80.5675,80.90333333,81.27249542,81.65916667,82.29749633,82.935,84.24666667,408.7114517,-12244
39.575:116.250,202208061300,1.1999999,1.35,1.4399999,1.51,1.5699999,1.5899999,1.5799999,1.61,48.24306,50.320637,52.15482,53.732346,55.100063,59.90249,66.12457,78.18263,30.22,29.89,29.699999,29.519999,29.34,29.07,28.789999,28.25,80.63,80.49,80.82,81.189995,81.58,82.229996,82.88,84.22,410.95428,-4718
39.575:116.250,202208061305,1.180833239,1.33,1.419166567,1.488333333,1.547499908,1.569166567,1.563333242,1.596666658,48.24306,50.320637,52.15482,53.732346,55.100063,59.90249,66.12457,78.18263,30.27166667,29.94333325,29.75166575,29.56916567,29.38666667,29.1125,28.829999,28.2825,80.52,80.375,80.7125,81.09249542,81.4925,82.159163,82.825,84.19916667,411.8761175,-2453
39.575:116.250,202208061310,1.161666579,1.31,1.398333233,1.466666667,1.524999917,1.548333233,1.546666583,1.583333317,48.24306,50.320637,52.15482,53.732346,55.100063,59.90249,66.12457,78.18263,30.32333333,29.9966665,29.8033325,29.61833233,29.43333333,29.155,28.869999,28.315,80.41,80.26,80.605,80.99499583,81.405,82.08833,82.77,84.17833333,412.797955,-223
39.575:116.250,202208061330,1.084999935,1.23,1.3149999,1.38,1.43499995,1.4649999,1.47999995,1.52999995,48.24306,50.320637,52.15482,53.732346,55.100063,59.90249,66.12457,78.18263,30.53,30.2099995,30.0099995,29.814999,29.62,29.325,29.029999,28.445,79.97,79.8,80.175,80.6049975,81.055,81.804998,82.55,84.095,416.485305,-700
39.575:116.250,202208061335,1.065833274,1.21,1.294166567,1.358333333,1.412499958,1.444166567,1.463333292,1.516666608,48.24306,50.320637,52.15482,53.732346,55.100063,59.90249,66.12457,78.18263,30.58166667,30.26333275,30.06166625,29.86416567,29.66666667,29.3675,29.069999,28.4775,79.86,79.685,80.0675,80.50749792,80.9675,81.734165,82.495,84.07416667,417.4071425,-2139
39.575:116.250,202208061340,1.046666614,1.19,1.273333233,1.336666667,1.389999967,1.423333233,1.446666633,1.503333267,48.24306,50.320637,52.15482,53.732346,55.100063,59.90249,66.12457,78.18263,30.63333333,30.316666,30.113333,29.91333233,29.71333333,29.41,29.109999,28.51,79.75,79.57,79.96,80.40999833,80.88,81.663332,82.44,84.05333333,418.32898,-4108
39.575:116.250,202208061345,1.027499953,1.17,1.2524999,1.315,1.367499975,1.4024999,1.429999975,1.489999925,48.24306,50.320637,52.15482,53.732346,55.100063,59.90249,66.12457,78.18263,30.685,30.36999925,30.16499975,29.962499,29.76,29.4525,29.149999,28.5425,79.64,79.455,79.8525,80.31249875,80.7925,81.592499,82.385,84.0325,419.2508175,-4579
39.575:116.250,202208061350,1.008333292,1.15,1.231666567,1.293333333,1.344999983,1.381666567,1.413333317,1.476666583,50.18302333,52.65196367,54.79054,56.62767733,58.21973533,63.12630333,69.20094667,80.45667,30.73666667,30.4233325,30.2166665,30.01166567,29.80666667,29.495,29.189999,28.575,79.53,79.34,79.745,80.21499917,80.705,81.521666,82.33,84.01166667,420.172655,-4803
39.575:116.250,202208061355,0.989166631,1.13,1.210833233,1.271666667,1.322499992,1.360833233,1.396666658,1.463333242,52.12298667,54.98329033,57.42626,59.52300867,61.33940767,66.35011667,72.27732333,82.73071,30.78833333,30.47666575,30.26833325,30.06083233,29.85333333,29.5375,29.229999,28.6075,79.42,79.225,79.6375,80.11749958,80.6175,81.450833,82.275,83.99083333,421.0944925,-3303
39.575:116.250,202208061400,0.96999997,1.11,1.1899999,1.25,1.3,1.3399999,1.38,1.4499999,54.06295,57.314617,60.06198,62.41834,64.45908,69.57393,75.3537,85.00475,30.84,30.529999,30.32,30.109999,29.9,29.58,29.269999,28.64,79.31,79.11,79.53,80.02,80.53,81.38,82.22,83.97,422.01633,-2157
39.575:116.250,202208061405,0.941666639,1.076666667,1.154166575,1.212499996,1.260833333,1.300833242,1.340833331,1.412499908,54.06295,57.314617,60.06198,62.41834,64.45908,69.57393,75.3537,85.00475,30.8891665,30.572499,30.3625,30.15166567,29.94166667,29.6225,29.312499,28.68333333,79.09166625,78.93583333,79.36333333,79.8575,80.37083292,81.22,82.06083333,83.80916667,420.4837242,-1029
